author_id,nome,universidade,cidade,total_artigos_no_recorte,total_artigos_com_macroareas,macro_area_principal_no_recorte,macro_areas_no_recorte,num_macro_areas_no_recorte,macroarea_scores_no_recorte,macroarea_scores_por_tema_no_recorte,temas_no_recorte,total_temas_distintos_no_recorte,temas_no_recorte_com_contagem
58481893500,Rosa L.O.,Universidade Estadual de Campinas,Campinas,12,12,Physics,Physics | Engineering | Computer Science | Mathematics and Statistics | Chemistry | Undefined,6,Physics:11 | Engineering:10 | Computer Science:7 | Mathematics and Statistics:3 | Chemistry:3 | Undefined:1,Engineering:23 | Physics:21 | Computer Science:7 | Mathematics and Statistics:3 | Chemistry:3 | Undefined:1,"Electronic, Optical and Magnetic Materials | Instrumentation | Atomic and Molecular Physics, and Optics | Electrical and Electronic Engineering | Condensed Matter Physics | Computer Science Applications | Applied Mathematics | Spectroscopy | Computer Networks and Communications | Hardware and Architecture | Multidisciplinary | Materials Science (all) | Mechanics of Materials | Mechanical Engineering | Engineering (miscellaneous)",15,"Electronic, Optical and Magnetic Materials:8 | Instrumentation:6 | Atomic and Molecular Physics, and Optics:6 | Electrical and Electronic Engineering:5 | Condensed Matter Physics:4 | Computer Science Applications:3 | Applied Mathematics:3 | Spectroscopy:3 | Computer Networks and Communications:3 | Hardware and Architecture:1 | Multidisciplinary:1 | Materials Science (all):1 | Mechanics of Materials:1 | Mechanical Engineering:1 | Engineering (miscellaneous):1"
58483106000,Pedro D.A.,Universidade Federal Fluminense,Niteroi,1,1,Biology,Biology | Medicine and Health,2,Biology:1 | Medicine and Health:1,Biology:2 | Medicine and Health:1,Animal Science and Zoology | Agronomy and Crop Science | Veterinary (all),3,Animal Science and Zoology:1 | Agronomy and Crop Science:1 | Veterinary (all):1
58483237800,de Oliveira L.B.,Universidade Estadual de Campinas,Campinas,1,1,Physics,Physics | Engineering | Computer Science | Mathematics and Statistics,4,Physics:1 | Engineering:1 | Computer Science:1 | Mathematics and Statistics:1,Physics:2 | Engineering:2 | Computer Science:1 | Mathematics and Statistics:1,"Electronic, Optical and Magnetic Materials | Condensed Matter Physics | Computer Science Applications | Applied Mathematics | Electrical and Electronic Engineering",5,"Electronic, Optical and Magnetic Materials:1 | Condensed Matter Physics:1 | Computer Science Applications:1 | Applied Mathematics:1 | Electrical and Electronic Engineering:1"
58483292800,Tito Cruz J.,Universidade Estadual de Campinas,Campinas,1,1,Computer Science,Computer Science,1,Computer Science:1,Computer Science:3,Software | Human-Computer Interaction | Computer Graphics and Computer-Aided Design,3,Software:1 | Human-Computer Interaction:1 | Computer Graphics and Computer-Aided Design:1
58483983300,de Miranda L.d.R.C.,Associação para o Desenvolvimento da Investigação em Psicologia da Educação,Braga,1,1,Medicine and Health,Medicine and Health,1,Medicine and Health:1,Medicine and Health:1,Psychology (all),1,Psychology (all):1
58484795500,Shirasuna V.Y.,Universidade Estadual de Campinas,Campinas,1,1,Physics,Physics | Computer Science,2,Physics:1 | Computer Science:1,Physics:2 | Computer Science:1,Astronomy and Astrophysics | Computer Science Applications | Space and Planetary Science,3,Astronomy and Astrophysics:1 | Computer Science Applications:1 | Space and Planetary Science:1
58485093800,De Lima Ramos R.,Universidade Estadual de Campinas,Campinas,1,1,Philosophy and Humanities,Philosophy and Humanities | Medicine and Health,2,Philosophy and Humanities:1 | Medicine and Health:1,Philosophy and Humanities:2 | Medicine and Health:1,Language and Linguistics | Linguistics and Language | Speech and Hearing,3,Language and Linguistics:1 | Linguistics and Language:1 | Speech and Hearing:1
58485254200,Dutra H.P.,Universidade Estadual de Campinas,Campinas,1,1,Biology,Biology,1,Biology:1,Biology:2,Ecology | Animal Science and Zoology,2,Ecology:1 | Animal Science and Zoology:1
58485360400,Oliveira V.G.,Universidade Estadual de Campinas,Campinas,1,1,Geosciences,Geosciences,1,Geosciences:1,Geosciences:2,Geology | Earth-Surface Processes,2,Geology:1 | Earth-Surface Processes:1
58485360500,Poças Belila A.M.,Universidade Estadual de Campinas,Campinas,1,1,Geosciences,Geosciences,1,Geosciences:1,Geosciences:2,Geology | Earth-Surface Processes,2,Geology:1 | Earth-Surface Processes:1
58485674800,Felizardo H.M.A.,Universidade Federal de Alfenas,Alfenas,1,1,Medicine and Health,Medicine and Health,1,Medicine and Health:1,Medicine and Health:1,Dentistry (all),1,Dentistry (all):1
58485734000,Schleder J.S.E.L.,Universidade Estadual de Campinas,Campinas,1,1,Medicine and Health,Medicine and Health,1,Medicine and Health:1,Medicine and Health:2,Surgery | Orthopedics and Sports Medicine,2,Surgery:1 | Orthopedics and Sports Medicine:1
58485871600,Colares A.A.,Universidade Federal do Oeste do Pará,Santarem,1,1,Social Sciences,Social Sciences,1,Social Sciences:1,Social Sciences:2,Education | Social Sciences (miscellaneous),2,Education:1 | Social Sciences (miscellaneous):1
58486292300,Araújo E.M.,Universidade Federal de Mato Grosso,Cuiaba,1,1,Medicine and Health,Medicine and Health | Social Sciences,2,Medicine and Health:1 | Social Sciences:1,Medicine and Health:3 | Social Sciences:1,Health (social science) | Aging | Gerontology | Geriatrics and Gerontology,4,Health (social science):1 | Aging:1 | Gerontology:1 | Geriatrics and Gerontology:1
58486376800,dos Santos Feitosa I.R.,Universidade Estadual de Campinas,Campinas,1,1,Chemistry,Chemistry,1,Chemistry:1,Chemistry:1,Chemistry (all),1,Chemistry (all):1
58486612400,Andrade A.R.,"Universidade Estadual Paulista ""Júlio de Mesquita Filho""",Sao Paulo,1,1,Tie: Biology | Geosciences,Biology | Geosciences,2,Biology:1 | Geosciences:1,Biology:1 | Geosciences:1,"Ecology, Evolution, Behavior and Systematics | Aquatic Science",2,"Ecology, Evolution, Behavior and Systematics:1 | Aquatic Science:1"
58486613000,da Sousa J.C.V.,Universidade Estadual de Campinas,Campinas,2,2,Mathematics and Statistics,Mathematics and Statistics | Other/Unclassified | Physics,3,Mathematics and Statistics:2 | Other/Unclassified:1 | Physics:1,Mathematics and Statistics:4 | Physics:2 | Other/Unclassified:1,Analysis | Statistics and Probability | Numerical Analysis | Applied Mathematics | Statistical and Nonlinear Physics | Mathematical Physics,6,Analysis:1 | Statistics and Probability:1 | Numerical Analysis:1 | Applied Mathematics:1 | Statistical and Nonlinear Physics:1 | Mathematical Physics:1
58487296500,Bevilacqua A.S.,Universidade Estadual de Campinas,Campinas,1,1,Chemistry,Chemistry | Engineering,2,Chemistry:1 | Engineering:1,Chemistry:2 | Engineering:1,Chemical Engineering (miscellaneous) | Organic Chemistry,2,Chemical Engineering (miscellaneous):1 | Organic Chemistry:1
58487582200,Gabriel F.A.,Universidade Estadual de Ponta Grossa,Ponta Grossa,1,1,Social Sciences,Social Sciences,1,Social Sciences:1,Social Sciences:2,Education | Social Sciences (miscellaneous),2,Education:1 | Social Sciences (miscellaneous):1
58487882500,Dalborgo V.F.,SENAI CIMATEC,Salvador,1,1,Engineering,Engineering | Geosciences | Other/Unclassified,3,Engineering:1 | Geosciences:1 | Other/Unclassified:1,Engineering:3 | Geosciences:1 | Other/Unclassified:1,"Energy Engineering and Power Technology | Renewable Energy, Sustainability and the Environment | Electrical and Electronic Engineering | Control and Optimization",4,"Energy Engineering and Power Technology:1 | Renewable Energy, Sustainability and the Environment:1 | Electrical and Electronic Engineering:1 | Control and Optimization:1"
58488003900,Pereira G.A.,Universidade Estadual de Campinas,Campinas,1,1,Physics,Engineering | Physics,2,Engineering:1 | Physics:1,Engineering:1 | Physics:1,Materials Science (all) | Condensed Matter Physics,2,Materials Science (all):1 | Condensed Matter Physics:1
58489064700,Mendes H.,Universidade de Aveiro,Aveiro,1,1,Tie: Arts | Philosophy and Humanities | Physics,Arts | Philosophy and Humanities | Engineering | Physics,4,Arts:1 | Philosophy and Humanities:1 | Engineering:1 | Physics:1,Arts:1 | Philosophy and Humanities:1 | Engineering:1 | Physics:1,Arts and Humanities (all) | Engineering (all) | Physics and Astronomy (all),3,Arts and Humanities (all):1 | Engineering (all):1 | Physics and Astronomy (all):1
58489093300,Montanari J.I.,Universidade Estadual de Campinas,Campinas,1,1,Medicine and Health,Medicine and Health,1,Medicine and Health:1,Medicine and Health:1,Medicine (miscellaneous),1,Medicine (miscellaneous):1
58489132500,Alves Diniz L.R.,Universidade Estadual de Campinas,Campinas,1,1,Tie: Arts | Philosophy and Humanities | Social Sciences,Arts | Philosophy and Humanities | Social Sciences,3,Arts:1 | Philosophy and Humanities:1 | Social Sciences:1,Arts:1 | Philosophy and Humanities:1 | Social Sciences:1,Arts and Humanities (all) | Social Sciences (all),2,Arts and Humanities (all):1 | Social Sciences (all):1
58489194300,Do Patrocínio E.M.F.,,,1,1,Tie: Arts | Philosophy and Humanities | Social Sciences,Arts | Philosophy and Humanities | Social Sciences,3,Arts:1 | Philosophy and Humanities:1 | Social Sciences:1,Arts:1 | Philosophy and Humanities:1 | Social Sciences:1,Arts and Humanities (all) | Social Sciences (all),2,Arts and Humanities (all):1 | Social Sciences (all):1
58489265700,Alves D.,Federal Institute of Education,Propriá,1,1,Mathematics and Statistics,Mathematics and Statistics,1,Mathematics and Statistics:1,Mathematics and Statistics:1,Mathematics (all),1,Mathematics (all):1
58489452400,Couto K.R.,Universidade de São Paulo,Sao Paulo,1,1,Computer Science,Computer Science | Mathematics and Statistics,2,Computer Science:1 | Mathematics and Statistics:1,Computer Science:2 | Mathematics and Statistics:1,Software | Theoretical Computer Science | Applied Mathematics,3,Software:1 | Theoretical Computer Science:1 | Applied Mathematics:1
58490099200,Tavares W.L.,Universidade de São Paulo,Sao Paulo,1,1,Computer Science,Engineering | Computer Science,2,Engineering:1 | Computer Science:1,Engineering:2 | Computer Science:2,Control and Systems Engineering | Signal Processing | Computer Networks and Communications,3,Control and Systems Engineering:1 | Signal Processing:1 | Computer Networks and Communications:1
58490349800,Azevedo E.,Universidade Estadual de Campinas,Campinas,1,1,Computer Science,Engineering | Computer Science,2,Engineering:1 | Computer Science:1,Engineering:2 | Computer Science:2,Control and Systems Engineering | Signal Processing | Computer Networks and Communications,3,Control and Systems Engineering:1 | Signal Processing:1 | Computer Networks and Communications:1
58491524800,Parreira I.,Universidade de Brasília,Brasília,1,1,Biology,Biology,1,Biology:1,Biology:2,"Ecology, Evolution, Behavior and Systematics | Animal Science and Zoology",2,"Ecology, Evolution, Behavior and Systematics:1 | Animal Science and Zoology:1"
58491552400,Araújo C.C.S.,Universidade Estadual de Campinas,Campinas,4,4,Computer Science,Computer Science | Engineering | Chemistry | Physics,4,Computer Science:4 | Engineering:4 | Chemistry:2 | Physics:1,Computer Science:5 | Engineering:5 | Chemistry:2 | Physics:1,Computer Science Applications | Modeling and Simulation | Chemical Engineering (all) | Instrumentation | Electrical and Electronic Engineering | Condensed Matter Physics | Engineering (all),7,Computer Science Applications:3 | Modeling and Simulation:2 | Chemical Engineering (all):2 | Instrumentation:1 | Electrical and Electronic Engineering:1 | Condensed Matter Physics:1 | Engineering (all):1
58491850200,Marques J.G.T.,Universidade Estadual de Campinas,Campinas,1,1,Tie: Arts | Philosophy and Humanities | Social Sciences,Arts | Philosophy and Humanities | Social Sciences,3,Arts:1 | Philosophy and Humanities:1 | Social Sciences:1,Arts:1 | Philosophy and Humanities:1 | Social Sciences:1,Arts and Humanities (all) | Social Sciences (all),2,Arts and Humanities (all):1 | Social Sciences (all):1
58491983900,Alencar-Palha C.,Universidade Estadual de Campinas,Campinas,2,2,Medicine and Health,Medicine and Health | Social Sciences,2,Medicine and Health:2 | Social Sciences:1,Medicine and Health:4 | Social Sciences:1,"Dentistry (all) | Radiological and Ultrasound Technology | Radiology, Nuclear Medicine and Imaging | Education",4,"Dentistry (all):2 | Radiological and Ultrasound Technology:1 | Radiology, Nuclear Medicine and Imaging:1 | Education:1"
58491987400,Bouloumytis V.,"Instituto Federal de Educação, Ciência e Tecnologia de São Paulo",Sao Paulo,1,1,Economics and Business,Economics and Business | Geosciences | Engineering | Social Sciences,4,Economics and Business:1 | Geosciences:1 | Engineering:1 | Social Sciences:1,Economics and Business:2 | Geosciences:1 | Engineering:1 | Social Sciences:1,"Environmental Science (all) | Engineering (all) | Economics, Econometrics and Finance (all) | Business, Management and Accounting (all) | Social Sciences (all)",5,"Environmental Science (all):1 | Engineering (all):1 | Economics, Econometrics and Finance (all):1 | Business, Management and Accounting (all):1 | Social Sciences (all):1"
58492488100,de Paula L.C.,Universidade Estadual de Campinas,Campinas,1,1,Medicine and Health,Medicine and Health,1,Medicine and Health:1,Medicine and Health:1,Transplantation,1,Transplantation:1
58492530600,do Espirito Santo G.F.,Universidade de São Paulo,Sao Paulo,1,1,Computer Science,Computer Science,1,Computer Science:1,Computer Science:2,Theoretical Computer Science | Computer Science (all),2,Theoretical Computer Science:1 | Computer Science (all):1
58492544800,Silva A.G.,Universidade Estadual de Campinas,Campinas,1,1,Medicine and Health,Medicine and Health,1,Medicine and Health:1,Medicine and Health:5,"Surgery | Oral Surgery | Pathology and Forensic Medicine | Dentistry (miscellaneous) | Radiology, Nuclear Medicine and Imaging",5,"Surgery:1 | Oral Surgery:1 | Pathology and Forensic Medicine:1 | Dentistry (miscellaneous):1 | Radiology, Nuclear Medicine and Imaging:1"
58492577500,Martins A.C.,Universidade Federal de Pelotas,Pelotas,1,1,Tie: Arts | Philosophy and Humanities | Social Sciences,Arts | Philosophy and Humanities | Social Sciences,3,Arts:1 | Philosophy and Humanities:1 | Social Sciences:1,Arts:1 | Philosophy and Humanities:1 | Social Sciences:1,Arts and Humanities (all) | Social Sciences (all),2,Arts and Humanities (all):1 | Social Sciences (all):1
58492782800,Oliveira's M.L.,Universidade Estadual de Campinas,Campinas,1,1,Medicine and Health,Medicine and Health,1,Medicine and Health:1,Medicine and Health:5,"Surgery | Oral Surgery | Pathology and Forensic Medicine | Dentistry (miscellaneous) | Radiology, Nuclear Medicine and Imaging",5,"Surgery:1 | Oral Surgery:1 | Pathology and Forensic Medicine:1 | Dentistry (miscellaneous):1 | Radiology, Nuclear Medicine and Imaging:1"
58492949000,Ocampo T.S.C.,Universidade Estadual de Campinas,Campinas,2,2,Medicine and Health,Medicine and Health | Social Sciences,2,Medicine and Health:2 | Social Sciences:1,Medicine and Health:4 | Social Sciences:1,"Dentistry (all) | Radiological and Ultrasound Technology | Radiology, Nuclear Medicine and Imaging | Education",4,"Dentistry (all):2 | Radiological and Ultrasound Technology:1 | Radiology, Nuclear Medicine and Imaging:1 | Education:1"
58492963900,Martins A.C.,Universidade Estadual de Campinas,Campinas,2,2,Social Sciences,Social Sciences | Computer Science | Geosciences | Engineering | Economics and Business,5,Social Sciences:2 | Computer Science:1 | Geosciences:1 | Engineering:1 | Economics and Business:1,Computer Science:3 | Geosciences:3 | Engineering:2 | Social Sciences:2 | Economics and Business:2,"Computer Science (miscellaneous) | Geography, Planning and Development | Renewable Energy, Sustainability and the Environment | Environmental Science (miscellaneous) | Energy Engineering and Power Technology | Hardware and Architecture | Computer Networks and Communications | Management, Monitoring, Policy and Law | Business, Management and Accounting (all) | Economics and Econometrics | Law",11,"Computer Science (miscellaneous):1 | Geography, Planning and Development:1 | Renewable Energy, Sustainability and the Environment:1 | Environmental Science (miscellaneous):1 | Energy Engineering and Power Technology:1 | Hardware and Architecture:1 | Computer Networks and Communications:1 | Management, Monitoring, Policy and Law:1 | Business, Management and Accounting (all):1 | Economics and Econometrics:1 | Law:1"
